comment_sentence_id,class,comment_sentence,category
691,Permission,"the permission system is used by the django admin site, but may also be",Usage
692,Permission,useful in your own code.,Usage
693,Permission,the django admin site uses permissions as follows,Usage
694,Permission,the add permission limits the user s ability to view the add form,Usage
695,Permission,and add an object.,Usage
696,Permission,the change permission limits a user s ability to view the change,Usage
697,Permission,"list, view the change form and change an object.",Usage
698,Permission,the delete permission limits the ability to delete an object.,Usage
699,Permission,the view permission limits the ability to view an object.,Usage
219,BCryptSHA256PasswordHasher,this is considered by many to be the most secure algorithm but you,Usage
220,BCryptSHA256PasswordHasher,must first install the bcrypt library.,Usage
483,Migration,it will have one or more,Usage
484,Migration,of the following attributes,Usage
485,Migration,"operations a list of operation instances, probably from django^db.migrations^operations",Usage
230,BoundWidget,"for example, the following can be used in a",Usage
486,Migration,"dependencies a list of tuples of app path, migration name",Usage
231,BoundWidget,template,Usage
487,Migration,"run before a list of tuples of app path, migration name",Usage
232,BoundWidget,% for radio in myform^beatles %,Usage
488,Migration,replaces a list of migration names,Usage
233,BoundWidget,label for radio^id for label,Usage
234,BoundWidget,radio^choice label,Usage
235,BoundWidget,span class radio radio^tag span,Usage
236,BoundWidget,label,Usage
237,BoundWidget,% endfor %,Usage
753,ReverseGenericManyToOneDescriptor,in the example,Usage
754,ReverseGenericManyToOneDescriptor,class post model,Usage
755,ReverseGenericManyToOneDescriptor,comments genericrelation comment,Usage
756,ReverseGenericManyToOneDescriptor,post^comments is a reversegenericmanytoonedescriptor instance.,Usage
960,Audio,"t np^linspace 0,5,framerate 5",Usage
961,Audio,data np^sin 2 np^pi 220 t np^sin 2 np^pi 224 t,Usage
962,Audio,"audio data,rate framerate",Usage
963,Audio,# can also do stereo or more channels,Usage
964,Audio,dataleft np^sin 2 np^pi 220 t,Usage
965,Audio,dataright np^sin 2 np^pi 224 t,Usage
966,Audio,"audio dataleft, dataright ,rate framerate",Usage
967,Audio,audio http www^nch.com^au acm 8k16bitpcm^wav # from url,Usage
968,Audio,audio url http www^w3schools^com html horse^ogg,Usage
969,Audio,audio path to sound^wav # from file,Usage
970,Audio,audio filename path to sound^ogg,Usage
971,Audio,audio b raw wav data.,Usage
972,Audio,.,Usage
973,Audio,# from bytes,Usage
974,Audio,audio data b raw wav data.,Usage
1166,TermColors,this class should be used as a mixin for building color schemes.,Usage
975,Audio,.,Usage
1110,Magics,"classes providing magic functions need to subclass this class, and they",Usage
1111,Magics,must,Usage
1112,Magics,use the method decorators @line magic and @cell magic to decorate,Usage
1113,Magics,"individual methods as magic functions, and",Usage
1114,Magics,use the class decorator @magics class to ensure that the magic,Usage
1115,Magics,methods are properly registered at the instance level upon instance,Usage
1116,Magics,initialization.,Usage
1186,YouTubeVideo,"eg to embed the video from https www^youtube.com watch?v foo , you would",Usage
1187,YouTubeVideo,do,Usage
1188,YouTubeVideo,vid youtubevideo foo,Usage
1189,YouTubeVideo,display vid,Usage
1190,YouTubeVideo,to start from 30 seconds,Usage
1191,YouTubeVideo,"vid youtubevideo abc , start 30",Usage
1192,YouTubeVideo,display vid,Usage
1193,YouTubeVideo,"to calculate seconds from time as hours, minutes, seconds use",Usage
1194,YouTubeVideo,class datetime^timedelta,Usage
1195,YouTubeVideo,"start int timedelta hours 1, minutes 46, seconds 40 ^total seconds",Usage
1196,YouTubeVideo,other parameters can be provided as documented at,Usage
1069,HistoryAccessor,this is intended for use by standalone history tools.,Usage
1070,HistoryAccessor,ipython shells use,Usage
1198,YouTubeVideo,"when converting the notebook using nbconvert, a jpeg representation of the video",Usage
1071,HistoryAccessor,"historymanager, below, which is a subclass of this.",Usage
1199,YouTubeVideo,will be inserted in the document.,Usage
956,Audio,examples,Usage
957,Audio,# generate a sound,Usage
958,Audio,import numpy as np,Usage
959,Audio,framerate 44100,Usage
1288,ConfigDict,examples,Usage
1289,ConfigDict,pot configdict rules potatoes how many potatoes?,Usage
1290,ConfigDict,", int , 0 ,",Usage
1291,ConfigDict,carrots how many carrots?,Usage
1292,ConfigDict,", int, 99 ,",Usage
1293,ConfigDict,"liquids fluids we like , false,",Usage
1294,ConfigDict,"water liters , int, 0 ,",Usage
1295,ConfigDict,"vodka liters , int, 12",Usage
1296,ConfigDict,",",Usage
1297,ConfigDict,"tags tags , c c , int, 0 ,",Usage
1298,ConfigDict,"x x , str, , ,",Usage
1299,ConfigDict,"colors colors , red , blue ,",Usage
1300,ConfigDict,"sorted pot^keys , sorted pot^values",Usage
1301,ConfigDict,"colors , liquids , tags , , ,",Usage
1302,ConfigDict,pot potatoes pot liquids vodka 123,Usage
1303,ConfigDict,pot potatoes,Usage
1304,ConfigDict,123,Usage
1305,ConfigDict,pot liquids vodka,Usage
1306,ConfigDict,123,Usage
1307,ConfigDict,pot carrots,Usage
1308,ConfigDict,99,Usage
1309,ConfigDict,pot^walk liquids^vodka,Usage
1310,ConfigDict,123,Usage
1311,ConfigDict,"pot^walk liquids vodka , parent true",Usage
1312,ConfigDict,", vodka",Usage
1313,ConfigDict,pot colors ^append red,Usage
1314,ConfigDict,0,Usage
1315,ConfigDict,"pot colors ^extend blue , red , red",Usage
1316,ConfigDict,pot colors,Usage
1317,ConfigDict,"red , blue , red , red",Usage
1319,ConfigDict,0,Usage
1320,ConfigDict,pot tags 0 c,Usage
1321,ConfigDict,123,Usage
1322,ConfigDict,pot tags ^append z invalid,Usage
1323,ConfigDict,traceback most recent call last,Usage
1324,ConfigDict,valueerror invalid value for config tags 1 .,Usage
1326,ConfigDict,traceback most recent call last,Usage
1327,ConfigDict,invalidkeyerror invalid key for config evil,Usage
1329,ConfigDict,traceback most recent call last,Usage
1330,ConfigDict,invalidkeyerror invalid key for config liquids evil,Usage
1332,ConfigDict,traceback most recent call last,Usage
1333,ConfigDict,valueerror invalid value for config potatoes moo,Usage
1335,ConfigDict,traceback most recent call last,Usage
1336,ConfigDict,configvalueerror invalid value for config colors 4 green,Usage
1337,ConfigDict,pot^rules potatoes,Usage
1338,ConfigDict,how many potatoes?,Usage
1339,ConfigDict,", type int , 0",Usage
1340,ConfigDict,"isinstance pot liquids , configdict",Usage
1341,ConfigDict,TRUE,Usage
1216,_MockPOP3,"pm pop3mailbox localhost , user bad , conn cls mockpop3",Usage
1217,_MockPOP3,traceback most recent call last,Usage
1218,_MockPOP3,accesserror,Usage
1219,_MockPOP3,"pm pop3mailbox localhost , user a , password b ,",Usage
1220,_MockPOP3,conn cls mockpop3,Usage
1221,_MockPOP3,pm^stat,Usage
1222,_MockPOP3,"2, 123456",Usage
1478,StorageBackedLongs,storage sbl x01 x00 x00 x00 x00 x00 x00 x00,Usage
1223,_MockPOP3,pm^iterkeys,Usage
1479,StorageBackedLongs,"sbl storagebackedlongs storage, sbl",Usage
1224,_MockPOP3,"evil , good",Usage
1480,StorageBackedLongs,1 in sbl,Usage
1225,_MockPOP3,"evil in pm, bogon in pm",Usage
1481,StorageBackedLongs,TRUE,Usage
1226,_MockPOP3,"true, false",Usage
1482,StorageBackedLongs,sbl^append 2,Usage
1227,_MockPOP3,msg subject for msg in pm,Usage
1483,StorageBackedLongs,sbl^save,Usage
1228,_MockPOP3,"msg 1 , msg 2",Usage
1484,StorageBackedLongs,"unpacklonglist storage sbl 1, 2",Usage
1229,_MockPOP3,"pm^get msg size evil , pm^get msg size good",Usage
1485,StorageBackedLongs,TRUE,Usage
1230,_MockPOP3,"47, 51",Usage
1231,_MockPOP3,pm^get bytes evil,Usage
1232,_MockPOP3,"from test@mailpile^is nsubject msg 1 n noh, hi!",Usage
1233,_MockPOP3,n,Usage
1235,_MockPOP3,from,Usage
1236,_MockPOP3,pm invalid key,Usage
1237,_MockPOP3,traceback most recent call last,Usage
1238,_MockPOP3,keyerror .,Usage
1504,VCardStore,# vcards are added to the collection using add vcard.,Usage
1505,VCardStore,this will,Usage
1506,VCardStore,"# create a file for the card on disk, using a random name.",Usage
1507,VCardStore,"vcs^add vcards mailpilevcard vcardline fn dude ,",Usage
1508,VCardStore,"vcardline email d@evil^com ,",Usage
1509,VCardStore,mailpilevcard vcardline fn guy,Usage
1510,VCardStore,vcards can be looked up directly by e mail.,Usage
1511,VCardStore,vcs^get vcard d@evil^com ^fn,Usage
1512,VCardStore,u dude,Usage
1513,VCardStore,vcs^get vcard nosuch@email^address is none,Usage
1514,VCardStore,TRUE,Usage
1515,VCardStore,or they can be found using searches.,Usage
1516,VCardStore,vcs^find vcards guy 0 ^fn,Usage
1517,VCardStore,u guy,Usage
1518,VCardStore,cards can be removed using del vcards,Usage
1519,VCardStore,vcs^del vcards vcs^get vcard d@evil^com,Usage
1520,VCardStore,vcs^get vcard d@evil^com is none,Usage
1521,VCardStore,TRUE,Usage
1522,VCardStore,vcs^del vcards vcs^find vcards guy,Usage
1523,VCardStore,vcs^find vcards guy,Usage
1666,CategoricalDtype,examples,Usage
1667,CategoricalDtype,"t pd^categoricaldtype categories b , a , ordered true",Usage
1668,CategoricalDtype,"pd^series a , b , a , c , dtype t",Usage
1669,CategoricalDtype,12:00 AM,Usage
1670,CategoricalDtype,1 b,Usage
1671,CategoricalDtype,2:00 AM,Usage
1672,CategoricalDtype,3 nan,Usage
1673,CategoricalDtype,dtype category,Usage
1674,CategoricalDtype,"categories 2, object b a",Usage
2327,StringMethods,examples,Usage
2328,StringMethods,s^str.split,Usage
2329,StringMethods,"s^str.replace ,",Usage
1577,BooleanArray,booleanarray implements kleene logic sometimes called three value,Usage
1580,BooleanArray,"to construct an booleanarray from generic array like input, use",Usage
1581,BooleanArray,func pandas^array specifying dtype boolean see examples,Usage
1967,IntervalDtype,examples,Usage
1968,IntervalDtype,pd^intervaldtype subtype int64,Usage
1585,BooleanArray,booleanarray is considered experimental.,Usage
1969,IntervalDtype,interval int64,Usage
1601,BooleanArray,booleanarray,Usage
1985,PlotAccessor,uses the backend specified by the,Usage
1602,BooleanArray,examples,Usage
1986,PlotAccessor,option plotting^backend .,Usage
1603,BooleanArray,create an booleanarray with func pandas^array,Usage
1987,PlotAccessor,"by default, matplotlib is used.",Usage
1604,BooleanArray,"pd^array true, false, none , dtype boolean",Usage
1605,BooleanArray,booleanarray,Usage
1606,BooleanArray,"true, false, na",Usage
1607,BooleanArray,"length 3, dtype boolean",Usage
2248,StringArray,stringarray is considered experimental.,Usage
1877,IntegerArray,"integerarray is currently experimental, and its api or internal",Usage
1751,CategoricalIndex,if an explicit ordered true is given but no categories and the,Usage
1879,IntegerArray,we represent an integerarray with 2 numpy arrays,Usage
1883,IntegerArray,func pandas^array with one of the integer dtypes see examples .,Usage
2270,StringArray,a stringarray.,Usage
2273,StringArray,examples,Usage
1761,CategoricalIndex,examples,Usage
2274,StringArray,"pd^array this is , some text , none, data.",Usage
1762,CategoricalIndex,"pd^categoricalindex a , b , c , a , b , c",Usage
2275,StringArray,", dtype string",Usage
1763,CategoricalIndex,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",Usage
2276,StringArray,stringarray,Usage
1764,CategoricalIndex,categoricalindex can also be instantiated from a categorical,Usage
2277,StringArray,"this is , some text , na, data.",Usage
1765,CategoricalIndex,"c pd^categorical a , b , c , a , b , c",Usage
1766,CategoricalIndex,pd^categoricalindex c,Usage
1767,CategoricalIndex,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",Usage
2280,StringArray,values.,Usage
1768,CategoricalIndex,ordered categoricalindex can have a min and max value.,Usage
1897,IntegerArray,integerarray,Usage
2282,StringArray,traceback most recent call last,Usage
1770,CategoricalIndex,"categories c , b , a",Usage
1898,IntegerArray,examples,Usage
1771,CategoricalIndex,ci,Usage
2284,StringArray,"for comparison methods, this returns a class pandas^booleanarray",Usage
1900,IntegerArray,"int array pd^array 1, none, 3 , dtype pd^int32dtype",Usage
1901,IntegerArray,int array,Usage
2286,StringArray,booleanarray,Usage
1774,CategoricalIndex,c,Usage
1902,IntegerArray,integerarray,Usage
2287,StringArray,"true, na, false",Usage
1903,IntegerArray,"1, nan, 3",Usage
1904,IntegerArray,"length 3, dtype int32",Usage
1905,IntegerArray,string aliases for the dtypes are also available.,Usage
1906,IntegerArray,they are capitalized.,Usage
1907,IntegerArray,"pd^array 1, none, 3 , dtype int32",Usage
1908,IntegerArray,integerarray,Usage
1909,IntegerArray,"1, nan, 3",Usage
1910,IntegerArray,"length 3, dtype int32",Usage
1911,IntegerArray,"pd^array 1, none, 3 , dtype uint16",Usage
1912,IntegerArray,integerarray,Usage
1913,IntegerArray,"1, nan, 3",Usage
1914,IntegerArray,"length 3, dtype uint16",Usage
3077,Markup,"to escape the text, use the",Usage
3078,Markup,meth escape class method instead.,Usage
3079,Markup,"markup hello, em world em !",Usage
3080,Markup,"markup hello, em world em !",Usage
3081,Markup,markup 42,Usage
3082,Markup,markup 42,Usage
3083,Markup,"markup^escape hello, em world em !",Usage
3084,Markup,markup hello &lt em&gt world&lt em&gt !,Usage
3085,Markup,this implements the html interface that some frameworks,Usage
3086,Markup,use.,Usage
3087,Markup,passing an object that implements html will wrap the,Usage
3088,Markup,"output of that method, marking it safe.",Usage
3089,Markup,class foo,Usage
3090,Markup,def html self,Usage
3091,Markup,return a href foo foo a,Usage
3092,Markup,markup foo,Usage
4117,TreeBuilder,documentclass the class to use for the bottommost node of a document,Usage
3093,Markup,markup a href foo foo a,Usage
4118,TreeBuilder,elementclass the class to use for html elements,Usage
3094,Markup,"this is a subclass of the text type str in python 3,",Usage
4119,TreeBuilder,commentclass the class to use for comments,Usage
3095,Markup,unicode in python 2 .,Usage
4120,TreeBuilder,doctypeclass the class to use for doctypes,Usage
3096,Markup,"it has the same methods as that type, but",Usage
3097,Markup,all methods escape their arguments and return a markup instance.,Usage
3098,Markup,markup em %s em % foo & bar,Usage
3099,Markup,markup em foo &amp bar em,Usage
3100,Markup,markup em hello em foo,Usage
3101,Markup,markup em hello em &lt foo&gt,Usage
4133,UnlockError,try,Usage
4134,UnlockError,raise unlockerror,Usage
4135,UnlockError,except error,Usage
4136,UnlockError,pass,Usage
3676,PoolManager,example,Usage
3677,PoolManager,manager poolmanager num pools 2,Usage
3678,PoolManager,"r manager^request get , http google^com",Usage
3680,PoolManager,"r manager^request get , http yahoo^com",Usage
3681,PoolManager,len manager^pools,Usage
3176,MemcachedBytecodeCache,the minimal interface for the client passed to the constructor is this,Usage
3177,MemcachedBytecodeCache,class minimalclientinterface,Usage
3178,MemcachedBytecodeCache,"method set key, value , timeout",Usage
3179,MemcachedBytecodeCache,stores the bytecode in the cache.,Usage
3180,MemcachedBytecodeCache,value is a string and,Usage
3181,MemcachedBytecodeCache,timeout the timeout of the key.,Usage
3182,MemcachedBytecodeCache,if timeout is not provided,Usage
3183,MemcachedBytecodeCache,"a default timeout or no timeout should be assumed, if it s",Usage
3184,MemcachedBytecodeCache,provided it s an integer with the number of seconds the cache,Usage
3185,MemcachedBytecodeCache,item should exist.,Usage
3186,MemcachedBytecodeCache,method get key,Usage
3187,MemcachedBytecodeCache,returns the value for the cache key.,Usage
3188,MemcachedBytecodeCache,if the item does not,Usage
3189,MemcachedBytecodeCache,exist in the cache the return value must be none .,Usage
3701,PrefixLoader,the prefix is delimited from the template by a slash per,Usage
3190,MemcachedBytecodeCache,the other arguments to the constructor are the prefix for all keys that,Usage
3702,PrefixLoader,"default, which can be changed by setting the delimiter argument to",Usage
3191,MemcachedBytecodeCache,is added before the actual cache key and the timeout for the bytecode in,Usage
3703,PrefixLoader,something else,Usage
3192,MemcachedBytecodeCache,the cache system.,Usage
3704,PrefixLoader,loader prefixloader,Usage
3193,MemcachedBytecodeCache,we recommend a high or no timeout.,Usage
3705,PrefixLoader,"app1 packageloader mypackage^app1 ,",Usage
3706,PrefixLoader,app2 packageloader mypackage^app2,Usage
3707,PrefixLoader,"by loading app1 index^html the file from the app1 package is loaded,",Usage
3708,PrefixLoader,by loading app2 index^html the file from the second.,Usage
3232,MethodDispatcher,a default value which can be set through the default attribute.,Usage
3747,Request,"param hooks dictionary of callback hooks, for internal usage.",Usage
3748,Request,usage,Usage
3749,Request,import requests,Usage
3750,Request,"req requests^request get , https httpbin^org get",Usage
3751,Request,req^prepare,Usage
3752,Request,preparedrequest get,Usage
3260,NotAny,notany always returns,Usage
3261,NotAny,a null token list.,Usage
3262,NotAny,may be constructed using the operator.,Usage
3263,NotAny,example,Usage
3264,NotAny,"and, or, not map caselesskeyword, and or not ^split",Usage
3265,NotAny,# take care not to mistake keywords for identifiers,Usage
3266,NotAny,ident and or not word alphas,Usage
3267,NotAny,boolean term optional not ident,Usage
3268,NotAny,# very crude boolean expression to support parenthesis groups and,Usage
3269,NotAny,"# operation hierarchy, use infixnotation",Usage
3270,NotAny,boolean expr boolean term zeroormore and or boolean term,Usage
3271,NotAny,# integers that are followed by .,Usage
3272,NotAny,are actually floats,Usage
3273,NotAny,integer word nums char .,Usage
3802,ResponseError,used as a container for an error reason supplied in a maxretryerror.,Usage
3804,ResponseNotChunked,response needs to be chunked in order to read it as chunks.,Usage
3295,NotMyLock,try,Usage
3296,NotMyLock,raise notmylock,Usage
3297,NotMyLock,except unlockerror,Usage
3809,Retry,retries can be defined as a default for a pool,Usage
3298,NotMyLock,pass,Usage
3810,Retry,"retries retry connect 5, read 2, redirect 5",Usage
3811,Retry,http poolmanager retries retries,Usage
3812,Retry,"response http^request get , http example^com",Usage
3813,Retry,or per request which overrides the default for the pool,Usage
3815,Retry,retries can be disabled by passing false,Usage
3321,omdict,"get , setdefault , pop , popitem ,",Usage
3322,omdict,"clear , copy , update , fromkeys , len",Usage
3323,omdict,"getitem , setitem , delitem , contains ,",Usage
3324,omdict,"items , keys , values , iteritems , iterkeys , itervalues ,",Usage
3325,omdict,"optional parameters have been added to some dict methods, but because the",Usage
3326,omdict,"added parameters are optional, existing use remains unaffected.",Usage
3327,omdict,an optional,Usage
3328,omdict,key parameter has been added to these methods,Usage
3329,omdict,"items , values , iteritems , itervalues",Usage
2818,fdspawn,"for example, you could use it to read through a file looking",Usage
3330,omdict,new methods have also been added to omdict.,Usage
2819,fdspawn,"for patterns, or to control a modem or serial device.",Usage
3331,omdict,methods with list in their,Usage
3332,omdict,"name interact with lists of values, and methods with all in their name",Usage
3333,omdict,"interact with all items in the dictionary, including multiple items with",Usage
3334,omdict,the same key.,Usage
3335,omdict,the new omdict methods are,Usage
3336,omdict,"load , size , reverse ,",Usage
2825,FileMetadata,usage,Usage
3337,omdict,"getlist , add , addlist , set , setlist , setdefaultlist ,",Usage
2826,FileMetadata,metadata filemetadata path to pkg info,Usage
3338,omdict,"poplist , popvalue , popvalues , popitem , poplistitem ,",Usage
3339,omdict,"allitems , allkeys , allvalues , lists , listitems ,",Usage
3340,omdict,"iterallitems , iterallkeys , iterallvalues , iterlists ,",Usage
3341,omdict,iterlistitems,Usage
2831,FileMetadata,usage,Usage
2832,FileMetadata,metadata filemetadata path to pkg info,Usage
2851,FileSystemLoader,"the loader takes the path to the templates as string, or if multiple",Usage
2852,FileSystemLoader,locations are wanted a list of them which is then looked up in the,Usage
2853,FileSystemLoader,given order,Usage
2854,FileSystemLoader,loader filesystemloader path to templates,Usage
2856,FileSystemLoader,per default the template encoding is utf 8 which can be changed,Usage
2857,FileSystemLoader,by setting the encoding parameter to something else.,Usage
2858,FileSystemLoader,"to follow symbolic links, set the followlinks parameter to true",Usage
2859,FileSystemLoader,"loader filesystemloader path to templates , followlinks true",Usage
3387,Option,all other parameters are passed onwards to the parameter constructor.,Usage
2878,FollowedBy,followedby does not advance the parsing position within,Usage
2879,FollowedBy,"the input string, it only verifies that the specified parse",Usage
2880,FollowedBy,expression matches at the current position.,Usage
2881,FollowedBy,followedby,Usage
2882,FollowedBy,always returns a null token list.,Usage
2883,FollowedBy,if any results names are defined,Usage
2884,FollowedBy,"in the lookahead expression, those will be returned for access by",Usage
2885,FollowedBy,name.,Usage
2886,FollowedBy,example,Usage
2888,FollowedBy,data word word alphas,Usage
2890,FollowedBy,"attr expr group label suppress oneormore data word, stopon label ^setparseaction ^join",Usage
2891,FollowedBy,oneormore attr expr ^parsestring shape square color black posn upper left ^pprint,Usage
2892,FollowedBy,prints,Usage
2893,FollowedBy,"shape , square , color , black , posn , upper left",Usage
2387,And,example,Usage
2388,And,integer word nums,Usage
2389,And,name expr oneormore word alphas,Usage
2390,And,"expr and integer id ,name expr name ,integer age",Usage
2391,And,# more easily written as,Usage
2392,And,expr integer id name expr name integer age,Usage
2409,Argument,they generally,Usage
2410,Argument,provide fewer features than options but can have infinite nargs,Usage
2411,Argument,and are required by default.,Usage
2927,Getattr,get an attribute or item from an expression that is a ascii only,Usage
2928,Getattr,bytestring and prefer the attribute.,Usage
2940,HebrewProber,with the scores of the two sbcharsetprobers to produce a final answer.,Usage
2951,HebrewProber,built.,Usage
2450,CaseInsensitiveDict,"however, querying and contains",Usage
2451,CaseInsensitiveDict,testing is case insensitive,Usage
2452,CaseInsensitiveDict,cid caseinsensitivedict,Usage
2453,CaseInsensitiveDict,cid accept application json,Usage
2455,CaseInsensitiveDict,list cid accept # true,Usage
2456,CaseInsensitiveDict,"for example, headers content encoding will return the",Usage
3992,Session,basic usage,Usage
2457,CaseInsensitiveDict,"value of a content encoding response header, regardless",Usage
3993,Session,import requests,Usage
2458,CaseInsensitiveDict,of how the header name was originally stored.,Usage
3994,Session,s requests^session,Usage
2459,CaseInsensitiveDict,"if the constructor, ^update , or equality comparison",Usage
3995,Session,s^get https httpbin^org get,Usage
2460,CaseInsensitiveDict,"operations are given keys that have equal ^lower s, the",Usage
3996,Session,response 200,Usage
2461,CaseInsensitiveDict,behavior is undefined.,Usage
3997,Session,or as a context manager,Usage
3998,Session,with requests^session as s,Usage
3999,Session,s^get https httpbin^org get,Usage
4000,Session,response 200,Usage
3508,ParseResults,the parsed data,Usage
3509,ParseResults,as a list len results,Usage
3510,ParseResults,"by list index results 0 , results 1 , etc",Usage
3511,ParseResults,by attribute results.,Usage
4023,SkipTo,example,Usage
3512,ParseResults,resultsname see class parserelement^setresultsname,Usage
4024,SkipTo,report,Usage
3513,ParseResults,example,Usage
3514,ParseResults,integer word nums,Usage
4026,SkipTo,# severity description days open,Usage
3515,ParseResults,date str integer^setresultsname year,Usage
4027,SkipTo,101 critical intermittent system crash 6,Usage
3516,ParseResults,integer^setresultsname month,Usage
4028,SkipTo,94 cosmetic spelling error on login log n 14,Usage
3517,ParseResults,integer^setresultsname day,Usage
3518,ParseResults,# equivalent form,Usage
4030,SkipTo,integer word nums,Usage
3519,ParseResults,# date str integer year integer month integer day,Usage
4031,SkipTo,sep suppress,Usage
3520,ParseResults,# parsestring returns a parseresults object,Usage
4032,SkipTo,# use skipto to simply match everything up until the next sep,Usage
3521,ParseResults,result date str^parsestring 1999 12 31,Usage
4033,SkipTo,"# ignore quoted strings, so that a character inside a quoted string does not match",Usage
3522,ParseResults,"def test s, fn repr",Usage
4034,SkipTo,"# parse action will call token^strip for each matched token, ie, the description body",Usage
3523,ParseResults,"print %s %s % s, fn eval s",Usage
4035,SkipTo,"string data skipto sep, ignore quotedstring",Usage
3012,InstalledDistribution,it reads the metadata contained in pydist^json when it is,Usage
3524,ParseResults,test list result,Usage
4036,SkipTo,string data^setparseaction tokenmap str^strip,Usage
3013,InstalledDistribution,"instantiated., or uses a passed in metadata instance useful for when",Usage
3525,ParseResults,test result 0,Usage
4037,SkipTo,ticket expr integer issue num sep,Usage
3014,InstalledDistribution,dry run mode is being used .,Usage
3526,ParseResults,test result month,Usage
4038,SkipTo,string data sev sep,Usage
3527,ParseResults,test result^day,Usage
4039,SkipTo,string data desc sep,Usage
2504,Context_,modifications on attr parent must not,Usage
3528,ParseResults,test month in result,Usage
4040,SkipTo,integer days open,Usage
