comment_sentence_id,class,category,category_encoded,partition,processed_text
4346,BatchNorm1d,Summary,3,0,applies batch normalization over a 2d or 3d input a mini batch of 1d inputs with optional additional channel dimension as described in the paper batch normalization accelerating deep network training by reducing internal covariate shift math the mean and standard deviation are calculated per dimension over of size c where c is the input size also by default during training this layer keeps running estimates of its computed mean and variance which are then used for normalization during evaluation the running estimates are kept with a default attr momentum of 01 if attr track running stats is set to false this layer then does not keep running estimates and batch statistics are instead used during evaluation time as well note this attr momentum argument is different from one used in optimizer classes and the conventional notion of momentum mathematically the update rule for running statistics here is math hat x text new 1 text momentum times hat x text momentum times x t where math hat x is the estimated statistic and math x t is the new observed value because the batch normalization is done over the c dimension computing statistics on n l slices it s common terminology to call this temporal batch normalization args num features math c from an expected input of size math n c l or math l from input of size math n l eps a value added to the denominator for numerical stability default 1e 5 momentum the value used for the running mean and running var computation can be set to none for cumulative moving average ie simple average default 01 affine a boolean value that when set to true this module has learnable affine parameters default true track running stats a boolean value that when set to true this module tracks the running mean and variance and when set to false this module does not track such statistics and always uses batch statistics in both training and eval modes default true shape input math n c or math n c l output math n c or math n c l same shape as input examples with learnable parameters m nn batchnorm1d 100 without learnable parameters input torch randn 20 100 output m input
1573,BooleanArray,Summary,3,0,array of boolean true false data with missing values this is a pandas extension array for boolean data under the hood represented by 2 numpy arrays a boolean array with the data and a boolean array with the mask true indicating missing booleanarray implements kleene logic sometimes called three value logic for logical operations see ref boolean kleene for more to construct an booleanarray from generic array like input use func pandas array specifying dtype boolean see examples below booleanarray is considered experimental parameters values numpy ndarray a 1 d boolean dtype array with the data mask numpy ndarray a 1 d boolean dtype array indicating missing values true indicates missing copy bool default false whether to copy the values and mask arrays attributes none methods none returns booleanarray examples create an booleanarray with func pandas array pd array true false none dtype boolean booleanarray true false na length 3 dtype boolean
227,BoundWidget,Summary,3,0,a container class used for iterating over widgets this is useful for widgets that have choices for example the following can be used in a template for radio in myform beatles label for radio id for label radio choice label span class radio radio tag span label endfor
2420,BrokenStdoutLoggingError,Summary,3,0,raised if brokenpipeerror occurs for the stdout stream while logging
2422,Bucket,Summary,3,0,buckets are used to store the bytecode for one template it s created and initialized by the bytecode cache and passed to the loading functions the buckets get an internal checksum from the cache assigned and use this to automatically reject outdated cache material
4638,BuildType,Summary,3,1,checks build type the build type will be given in attr cmake build type env if attr cmake build type env is none then the build type will be inferred from cmakecache txt if cmakecache txt does not exist os environ cmake build type will be used arguments cmake build type env str the value of os environ cmake build type
1638,BusinessHour,Summary,3,0,dateoffset subclass representing possibly n business hours
1640,BusinessMixin,Summary,3,0,mixin to business types to provide related functions
2495,CONSOLE_SCREEN_BUFFER_INFO,Summary,3,0,struct in wincon h
249,CacheHandler,Summary,3,0,a cache handler to manage access to cache instances ensure only one instance of each alias exists per thread
4657,Caffe2OperatorTestCase,Summary,3,0,this class includes all the information needed to benchmark an operator op bench it s a user defined class child of caffe2benchmarkbase which includes input and operator etc test config a namedtuple includes test name input shape tag run backward when run backward is false the run forward method will be executed otherwise run backward method will be executed
2434,CallBlock,DevelopmentNotes,0,0,like a macro without a name but a call instead call is called with the unnamed macro as caller argument this node holds
1044,CapturingDisplayPublisher,Summary,3,1,a displaypublisher that store
2440,CaseInsensitiveDict,Summary,3,0,a case insensitive dict like object implements all methods and operations of mutablemapping as well as dict s copy also provides lower items all keys are expected to be strings the structure remembers the case of the last key to be set and iter instance keys items iterkeys and iteritems will contain case sensitive keys however querying and contains testing is case insensitive cid caseinsensitivedict cid accept application json list cid accept true for example headers content encoding will return the value of a content encoding response header regardless of how the header name was originally stored if the constructor update or equality comparison operations are given keys that have equal lower s the behavior is undefined
1644,CategoricalDtype,Expand,1,1,type for categorical data with the categories and orderedness parameters categories sequence optional must be unique and must not contain any nulls ordered bool or none default false whether or not this categorical is treated as a ordered categorical none can be used to maintain the ordered value of existing categoricals when used in operations that combine categoricals eg astype and will resolve to false if there is no existing ordered to maintain attributes categories ordered methods none notes this class is useful for specifying the type of a categorical independent of the values see ref categorical categoricaldtype for more examples t pd categoricaldtype categories b a ordered true pd series a b a c dtype t 12 00 am 1 b 2 00 am 3 nan dtype category categories 2 object b a
1644,CategoricalDtype,Summary,3,0,type for categorical data with the categories and orderedness parameters categories sequence optional must be unique and must not contain any nulls ordered bool or none default false whether or not this categorical is treated as a ordered categorical none can be used to maintain the ordered value of existing categoricals when used in operations that combine categoricals eg astype and will resolve to false if there is no existing ordered to maintain attributes categories ordered methods none notes this class is useful for specifying the type of a categorical independent of the values see ref categorical categoricaldtype for more examples t pd categoricaldtype categories b a ordered true pd series a b a c dtype t 12 00 am 1 b 2 00 am 3 nan dtype category categories 2 object b a
1703,CategoricalIndex,Summary,3,0,index based on an underlying class categorical categoricalindex like categorical can only take on a limited also like categorical it might have an order but numerical operations additions divisions are not possible parameters data array like 1 dimensional the values of the categorical if categories are given values not in categories will be replaced with nan categories index like optional the categories for the categorical items need to be unique if the categories are not given here and also not in dtype they will be inferred from the data ordered bool optional whether or not this categorical is treated as an ordered categorical if not given here or in dtype the resulting categorical will be unordered dtype categoricaldtype or category optional if class categoricaldtype cannot be used together with categories or ordered versionadded 021 0 copy bool default false make a copy of input ndarray name object optional name to be stored in the index attributes codes categories ordered methods remove unused categories set categories as ordered as unordered map if the categories do not validate if an explicit ordered true is given but no categories and the notes see the user guide http pandas pydata org pandas docs stable user guide advanced html categoricalindex for more examples pd categoricalindex a b c a b c categoricalindex a b c a b c categories a b c ordered false dtype category noqa categoricalindex can also be instantiated from a categorical c pd categorical a b c a b c pd categoricalindex c categoricalindex a b c a b c categories a b c ordered false dtype category noqa ordered categoricalindex can have a min and max value ci pd categoricalindex a b c a b c ordered true categories c b a ci categoricalindex a b c a b c categories c b a ordered true dtype category noqa c
1046,CellMagicRole,Summary,3,0,cross reference role displayed with a prefix
253,Choices,Parameters,2,0,class for creating enumerated choices
253,Choices,Summary,3,0,class for creating enumerated choices
256,ChunkIter,Summary,3,0,an iterable that will yield chunks of data given a file like object as the constructor yield chunks of read operations from that object
262,Client,Summary,3,0,a class that can act as a client for testing purposes it allows the user to compose get and post requests and obtain the response that the server gave to those requests the server response objects are annotated with the details of the contexts and templates that were rendered during the process of serving the request client objects are stateful they will retain cookie and thus session details for the lifetime of the client instance this is not intended as a replacement for twill selenium or the like it is here to allow testing against the contexts and templates produced by a view rather than the html rendered to the end user
2489,ColoredString,Summary,3,0,enhanced string for len operations on colored output
286,Combinable,Summary,3,0,provide the ability to combine one or two objects with some connector for example f foo f bar
2491,CommandError,Summary,3,0,raised when there is an error in command line arguments
1269,ConfigDict,Summary,3,0,a sanity checking self documenting dictionary of program settings the object must be initialized with a dictionary which describes in a structured way what variables exist what their legal values are and what their defaults are and what they are for each variable definition expects three values 1 a human readable description of what the variable is 2 a data type sanity check 3 a default value if the sanity check is itself a dictionary of rules values are expected to be dictionaries or lists of items that match the rules defined this should be used with an empty list or dictionary as a default value configuration data can be nested by including a dictionary of further rules in place of the default value if the default value is an empty list it is assumed to be a list of values of the type specified examples pot configdict rules potatoes how many potatoes int 0 carrots how many carrots int 99 liquids fluids we like false water liters int 0 vodka liters int 12 tags tags c c int 0 x x str colors colors red blue sorted pot keys sorted pot values colors liquids tags pot potatoes pot liquids vodka 123 pot potatoes 123 pot liquids vodka 123 pot carrots 99 pot walk liquids vodka 123 pot walk liquids vodka parent true vodka pot colors append red 0 pot colors extend blue red red pot colors red blue red red 0 pot tags 0 c 123 pot tags append z invalid traceback most recent call last valueerror invalid value for config tags 1 traceback most recent call last invalidkeyerror invalid key for config evil traceback most recent call last invalidkeyerror invalid key for config liquids evil traceback most recent call last valueerror invalid value for config potatoes moo traceback most recent call last configvalueerror invalid value for config colors 4 green pot rules potatoes how many potatoes type int 0 isinstance pot liquids configdict true
1424,ConfigureMailboxes,Summary,3,0,add one or more mailboxes if not account is specified the mailbox is only assigned an id for use in the metadata index if an account is specified the mailbox will be assigned to that account and configured for automatic indexing
1434,ConnectToGuiOMatic,Summary,3,0,connect to a waiting gui o matic gui
2493,ConnectionError,Summary,3,0,a connection error occurred
292,ConsoleDirective,Summary,3,1,a restructuredtext directive which renders a two tab code block in which the second tab shows a windows command line equivalent of the usual unix oriented examples
4669,ConstantPad3d,Summary,3,0,pads the input tensor boundaries with a constant value for n dimensional padding use func torch nn functional pad args padding int tuple the size of the padding if is int uses the same padding in all boundaries if a 6 tuple uses math text padding left math text padding right math text padding top math text padding bottom math text padding front math text padding back examples m nn constantpad3d 3 35 input torch randn 16 3 10 20 30 output m input using different paddings for different sides m nn constantpad3d 3 3 6 6 0 1 35 output m input
1436,ContactSet,Summary,3,0,set contact lines ensuring contact exists
298,Context,Summary,3,1,a stack container for variable context
2497,Context_,Summary,3,0,the template context holds the variables of a template creating instances is neither supported nor useful as it s created automatically at various stages of the template evaluation and should not be created by hand the context is immutable modifications on attr parent must not happen and modifications on attr vars are allowed from generated template code only template filters and global functions marked as func contextfunction s get the active context passed as first argument and are allowed to access the context read only the template context supports read only dict operations get keys values items iterkeys itervalues iteritems getitem contains additionally there is a meth resolve method that doesn t fail with a keyerror but returns an class undefined object for missing variables
4709,Conv3d,Summary,3,0,applies a 3d convolution over an input signal composed of several input planes in the simplest case the output value of the layer with input size math n c in d h w and output math n c out d out h out w out can be precisely described as math out n i c out j bias c out j sum k 0 c in 1 weight c out j k star input n i k attr stride controls the stride for the cross correlation attr padding controls the amount of implicit zero paddings on both sides for attr padding number of points for each dimension attr dilation controls the spacing between the kernel points also known as the trous algorithm it is harder to describe but this link has a nice visualization of what attr dilation does attr groups controls the connections between inputs and outputs attr in channels and attr out channels must both be divisible by attr groups at groups 1 all inputs are convolved to all outputs at groups 2 the operation becomes equivalent to having two conv layers side by side each seeing half the input channels and producing half the output channels and both subsequently concatenated at groups attr in channels each input channel is convolved with its own set of filters of size math left lfloor frac out channels in channels right rfloor the parameters attr kernel size attr stride attr padding attr dilation can either be a single int in which case the same value is used for the depth height and width dimension a tuple of three ints in which case the first int is used for the depth dimension the second int for the height dimension and the third int for the width dimension in other words for an input of size math n c in d in h in w in math in channels c in out channels c in times k args in channels int number of channels in the input image out channels int number of channels produced by the convolution kernel size int or tuple size of the convolving kernel stride int or tuple optional stride of the convolution default 1 padding int or tuple optional zero padding added to all three sides of the input default 0 padding mode string optional accepted values zeros and circular default zeros dilation int or tuple optional spacing between kernel elements default 1 groups int optional number of blocked connections from input channels to output channels default 1 bias bool optional if true adds a learnable bias to the output default true input math n c in d in h in w in output math n c out d out h out w out where math math math attributes weight tensor the learnable weights of the module of shape the values of these weights are sampled from math k frac 1 c text in prod i 0 2 text kernel size i bias tensor the learnable bias of the module of shape out channels if attr bias is true then the values of these weights are sampled from math mathcal u sqrt k sqrt k where math k frac 1 c text in prod i 0 2 text kernel size i examples with square kernels and equal stride m nn conv3d 16 33 3 stride 2 non square kernels and unequal stride and with padding m nn conv3d 16 33 3 5 2 stride 2 1 1 padding 4 2 0 input torch randn 20 16 10 50 100 output m input
4870,ConvReLU3d,Summary,3,0,a convrelu3d module is a fused module of conv3d and relu we adopt the same interface as class torch nn quantized conv3d note attributes same as torch nn quantized conv3d
2540,ConvertingTuple,Summary,3,0,a converting tuple wrapper
2542,CookieConflictError,Summary,3,0,there are two cookies that meet the criteria specified in the cookie jar use get and set and include domain and path args in order to be more specific
300,CryptPasswordHasher,Summary,3,1,password hashing using unix crypt not recommended the crypt module is not supported on all platforms
304,CustomArticleAdmin,Summary,3,0,tests various hooks for using custom templates and contexts
306,CustomCacheKeyValidationTests,Summary,3,0,tests for the ability to mixin a custom validate key method to a custom cache backend that otherwise inherits from a builtin backend and override the default key validation
314,CustomHeaderRemoteUserTest,Parameters,2,0,tests a custom remoteusermiddleware subclass with custom http auth user
314,CustomHeaderRemoteUserTest,Summary,3,0,tests a custom remoteusermiddleware subclass with custom http auth user
4883,CyclicLR,Summary,3,1,sets the learning rate of each parameter group according to cyclical learning rate policy clr the policy cycles the learning rate between two boundaries with a constant frequency as detailed in the paper cyclical learning rates for training neural networks the distance between the two boundaries can be scaled on a per iteration or per cycle basis cyclical learning rate policy changes the learning rate after every batch triangular a basic triangular cycle without amplitude scaling triangular2 a basic triangular cycle that scales initial amplitude by half each cycle exp range a cycle that scales initial amplitude by math text gamma text cycle iterations at each cycle iteration example optimizer torch optim sgd model parameters lr 01 momentum 09 scheduler torch optim lr scheduler cycliclr optimizer base lr 001 max lr 01 data loader torch utils data dataloader for epoch in range 10 for batch in data loader train batch scheduler step
1838,CythonCommand,Summary,3,0,custom distutils command subclassed from cython distutils build ext to compile pyx c and stop there
1844,DataIndexableCol,Summary,3,0,represent a data column that can be indexed
2546,DataViewSequence,Summary,3,0,a sequence of data views each entry is an instance of item class
318,DatabaseReceiver,Summary,3,0,used in the tests for the database argument in signals 13552
2550,Date,Summary,3,0,a date literal
321,DblFromGeom,Parameters,2,0,in by reference as the last argument
5005,DeQuantStub,Expand,1,0,dequantize stub module before calibration this is same as identity this will be swapped as nnq dequantize in convert
5005,DeQuantStub,Summary,3,1,dequantize stub module before calibration this is same as identity this will be swapped as nnq dequantize in convert
5011,DiagonalTensor,Summary,3,0,a class with torch function and a specific diagonal representation this class has limited utility and is mostly useful for verifying that the dispatch mechanism works as expected it is based on the diagonalarray example in the numpy documentation with the pytorch dispatch system happens via the torch function diagonaltensor represents a 2d tensor with n rows and columns that has diagonal entries set to value and all other entries set to zero the main functionality of diagonaltensor is to provide a more compact
2555,DirectedGraph,Summary,3,0,a graph structure with directed edges
325,DisallowedModelAdminToField,Summary,3,0,invalid to field was passed to admin view via url query string
1048,DisplayHook,Summary,3,0,the custom ipython displayhook to replace sys displayhook this class does many things but the basic idea is that it is a callable that gets called anytime user code returns a value
2557,Distribution,Summary,3,0,a base class for distributions whether installed or from indexes either way it must have some metadata so that s all that s needed for construction
327,DjangoHTMLTranslator,Summary,3,0,django specific rest to html tweaks
2563,DocumentErrorTree,Summary,3,1,implements a dict like class to query errors by indexes following the
1054,DummyMod,Summary,3,0,a dummy module used for ipython s interactive module when a namespace must be assigned to the module s dict
329,Dumpdata,Summary,3,1,tests for dumpdata management command
2806,EOF,Summary,3,0,this usually means the child has exited
331,EarliestOrLatestTests,Summary,3,0,tests for the earliest and latest objects methods
5053,EmbeddingBag,Summary,3,0,computes sums or means of bags of embeddings without instantiating the intermediate embeddings for bags of constant length and no attr per sample weights this class with mode sum is equivalent to class torch nn embedding followed by torch sum dim 0 with mode mean is equivalent to class torch nn embedding followed by torch mean dim 0 with mode max is equivalent to class torch nn embedding followed by torch max dim 0 however class torch nn embeddingbag is much more time and memory efficient than using a chain of these operations embeddingbag also supports per sample weights as an argument to the forward pass this scales the output of the embedding before performing a weighted reduction as specified by mode if attr per sample weights is passed the only supported mode is sum which computes a weighted sum according to attr per sample weights args num embeddings int size of the dictionary of embeddings embedding dim int the size of each embedding vector max norm float optional if given each embedding vector with norm larger than attr max norm is renormalized to have norm attr max norm norm type float optional the p of the p norm to compute for the attr max norm option default 2 scale grad by freq boolean optional if given this will scale gradients by the inverse of frequency of the words in the mini batch default false mode string optional sum mean or max specifies the way to reduce the bag sum computes the weighted sum taking attr per sample weights into consideration mean computes the average of the values in the bag max computes the max value over each bag default mean sparse bool optional if true gradient w r t attr weight matrix will be a sparse tensor see notes for more details regarding sparse gradients note this option is not supported when mode max attributes weight tensor the learnable weights of the module of shape num embeddings embedding dim initialized from math mathcal n 0 1 inputs attr input longtensor attr offsets longtensor optional and attr per index weights tensor optional if attr input is 2d of shape b n it will be treated as b bags sequences each of fixed length n and this will return b values aggregated in a way depending on the attr mode attr offsets is ignored and required to be none in this case if attr input is 1d of shape n it will be treated as a concatenation of multiple bags sequences attr offsets is required to be a 1d tensor containing the starting index positions of each bag in attr input therefore for attr offsets of shape b attr input will be viewed as having b bags empty bags ie having 0 length will have returned vectors filled by zeros per sample weights tensor optional a tensor of float double weights or none to indicate all weights should be taken to be 1 if specified attr per sample weights must have exactly the same shape as input and is treated as having the same attr offsets if those are not none only supported for mode sum examples an embedding module containing 10 tensors of size 3 embedding sum nn embeddingbag 10 3 mode sum a batch of 2 samples of 4 indices each input torch longtensor 1 2 4 5 4 3 2 9 offsets torch longtensor 0 4 embedding sum input offsets tensor 08861 54350 00523 11306 25798 10044
1438,EncryptedIntDict,Summary,3,0,encrypteddict which only deals in signed 64 bit int values this also adds a working keys function
1442,EncryptedUnicodeDict,Summary,3,0,encrypteddict which only deals in unicode values
5196,EnforceUnique,Summary,3,0,raises an error if a key is seen more than once
